-87.7267334541,41.8789661034
-87.6883627447,41.7683658767
-87.6753212817,41.8105649466
-87.6509559401,41.9418913904
-87.611808375,41.7667031138
-87.6272900192,41.8680739258
-87.6483165281,41.7561469811
-87.8356017794,41.951333686
-87.6177537204,41.8431986163
-87.6727759356,41.7766035129
-87.676065062,41.7743940096
-87.7240027713,41.8150102879
-87.6863520737,42.013127185
-87.604584534,41.7329108287
-87.6727759356,41.7766035129
-87.6813215571,41.9360003809
-87.6127864333,41.8093307464
-87.7128369949,41.8965785158
-87.7155940692,41.8955780114
-87.5762465401,41.7568747289
-87.5883044394,41.7768441915
-87.6537233669,41.7831472937
-87.6644178555,42.0162231271
-87.7160885901,41.8850345433
-87.7239523777,41.8137476519
-87.6258271355,41.793920348
-87.7310899817,41.9030478182
-87.7551589002,41.8740495851
-87.6252854022,41.7218077744
-87.7231129945,41.7966710045
-87.8463085005,41.9786351399
-87.6601553571,41.9912041581
-87.6910751998,41.7790399221
-87.6564654583,41.8542621244
-87.6703753437,41.7768860689
-87.629741058,41.6786833321
-87.5455327724,41.7302515883
-87.6672761872,41.9008650041
-87.6536879621,41.9137518786
-87.7267318363,41.7843106726
-87.6633684274,41.9310178038
-87.6642438049,41.7865680592
-87.6272900192,41.8680739258
-87.6970420544,41.9225622978
-87.7115597783,41.8536679982
-87.622067021,41.8238783443
-87.7963935192,41.9528529436
-87.7086880723,41.9099808289
-87.6756640421,41.8086129828
-87.7252152421,41.8713949182
-87.6702967188,41.9497351618
-87.7452107431,41.9314414837
-87.6442597,41.7650224879
-87.6310853837,41.8845873632
-87.5783700859,41.7554973435
-87.7769750371,41.9545908792
-87.68633801,41.9211221362
-87.6754003758,41.9092021704
-87.7355936097,41.8798029054
-87.6342005517,41.8908934236
-87.575773284,41.7332239514
-87.6778724376,41.8830170642
-87.6546869273,41.9543475304
-87.7323371115,41.8652331372
-87.6933286223,41.8149312958
-87.5861176073,41.8035208794
-87.6404964394,41.8364060505
-87.7243276576,41.7857414514
-87.687320509,41.8994839086
-87.6299027705,41.7562140988
-87.7239140023,41.9098046877
-87.6625942348,41.7604848891
-87.7523305613,41.8948422007
-87.5630107114,41.7597450992
-87.768710781,41.9203986686
-87.5979549888,41.7924664712
-87.6277300275,41.8834800763
-87.716676807,41.8727462129
-87.6844422215,41.7692796065
-87.7684068407,41.9277791528
-87.6703658129,41.9962607536
-87.6477164022,41.7467606231
-87.6240492412,41.8091566022
-87.5528666167,41.741191041
-87.5583509873,41.7571066815
-87.7071812534,41.9205626097
-87.7531114602,41.8897253888
-87.6570323927,41.7892563988
-87.7550927869,41.8740519965
-87.6069473752,41.6538534247
-87.6894103045,41.9787871009
-87.61273909,41.7673895403
-87.7476448869,41.8822689615
-87.6406395752,41.6714331245
-87.7682087644,41.9822535994
-87.6004208503,41.7491745497
-87.6018666494,41.8106228905
-87.620830785,41.8000311699
-87.6681157778,41.7840959854
-87.7126405505,41.862990601
